,titre,budget,recette,duree,realisateur,casting,compagnies_production,suite,Comedy,Drama,Horror,Thriller,Action,Adventure,Science Fiction,Fantasy,Family,Crime,Romance,Animation,Mystery,War,Music,Western,History,Documentary,TV Movie,benefice global,saison,casting_score_sum,casting_score_mean,casting_score_med,casting_score_min,casting_score_max,director_score_sum,director_score_mean,director_score_med,director_score_min,director_score_max,compagnies_score_sum,compagnies_score_mean,compagnies_score_med,compagnies_score_min,compagnies_score_max
2016,Miss Peregrine's Home for Peculiar Children,110000000,296482446,127,['Tim Burton'],"['Eva Green', 'Asa Butterfield', 'Samuel L. Jackson', 'Judi Dench', 'Rupert Everett', ""Chris O'Dowd"", 'Allison Janney', 'Ella Purnell', 'Terence Stamp', 'Milo Parker', 'Cameron King', 'Finlay MacMillan', 'Callum Wilson', 'Kim Dickens', 'Lauren McCrostie', 'Pixie Davies', 'Georgia Pemberton', 'Raffiella Chapman', 'Hayden Keller-Stone', 'Joseph Odwelll', 'Thomas Odwell', 'Louis Davison', 'Jack Brady', 'Philip Philmar', 'Scott Handy', 'Helen Day', 'Aiden Flowers', 'Nicholas Oteri', 'O-Lan Jones', 'Ella Wahlestedt', 'Cameron Greco', 'Dino Fazzani', 'Brooke Jaye Taylor', 'Jennifer Jarackas', 'George Vricos', 'Shaun Thomas', 'Dafydd Hywel', 'Ioan Hefin', 'Nicholas Amer', 'Andrew Fibkins', 'Jack Fibkins', 'Badria Timimi', 'Stuart Davidson', 'Dan Mersh', 'James Kermack', 'Christine Dalby', 'Erik Lunseth', 'Neil Broome', 'Jill Buchanan', 'Joanne Manchester', 'Jason Redshaw', 'Jackson Tessmer', 'Vic Waghorn']","['20th Century Fox', 'Ingenious Media', 'Chernin Entertainment', 'Tim Burton Productions', 'Big Screen Productions', 'SCOPE Pictures', 'TSG Entertainment', 'St. Petersburg Clearwater Film Commission']",1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,169.52949636363635,2,138,2.60377358490566,0,0,98,41,41.0,41,41,41,93,11.625,6,0,54
2017,Sinister 2,10000000,53329150,97,['Ciarán Foy'],"['James Ransone', 'Shannyn Sossamon', 'Robert Daniel Sloan', 'Dartanian Sloan', 'Lea Coco', 'Tate Ellington', 'John Beasley', 'Lucas Jade Zumann', 'Jaden Klein', 'Laila Haley', 'Caden M. Fritz', 'Olivia Rainey', 'Nicholas King', 'Delphine Pontvieux', 'Michael B. Woods', 'Tory O. Davis', 'Howie Johnson', 'Grace Holuby', 'John Francis Mountain', 'Nicole Santini', 'Stephen Varga', 'Skylar McClure', 'Nico Ford']","['Gramercy Pictures', 'Alliance Films', 'Blumhouse Productions', 'IM Global', 'Automatik Entertainment', 'Entertainment One', 'Tank Caterpillar', 'Steady Aim']",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.2915,1,0,0.0,0,0,0,0,0.0,0,0,0,13,1.625,0,0,10
2018,The Light Between Oceans,20000000,25975621,133,['Derek Cianfrance'],"['Michael Fassbender', 'Alicia Vikander', 'Rachel Weisz', 'Bryan Brown', 'Jack Thompson', 'Caren Pistorius', 'Florence Clery', 'Anthony Hayes', 'Emily Barclay', 'Leon Ford', 'Benedict Hardie', 'Georgie Jean Gascoigne', 'Scott Wills', 'Jane Menelaus', 'Garry McDonald', 'Stephen Ure', 'Peter McCauley', 'Jonathan Wagstaff', 'Gerald Bryan', 'Elizabeth Hawthorne', 'Rosella Hart', 'Michael Wallace', 'Peter Hayden', 'Gary Blackman', 'Carmel McGlone', 'Jeffrey Thomas', 'Edwin Lancashire', 'Dean Morganty', 'Elsa May', 'Kerrie Waterworth', 'John Bach', 'Marshall Napier', 'Hilary Norris', 'Miriam Noonan', 'Graham Warman', 'George Vozar', 'Imogen Wilmhurst', 'Lucy Wilmhurst', 'Emily Wilmhurst', 'Elliot Newbery', 'Evangeline Newbery', 'Christine Foote', 'Thomas Unger']","['DreamWorks Pictures', 'Amblin Entertainment', 'Heyday Films', 'Participant', 'Reliance Entertainment', 'Touchstone Pictures', 'LBO Productions']",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29.878105,1,44,1.0232558139534884,0,0,20,0,0.0,0,0,0,133,19.0,23,0,32
2019,Beasts of No Nation,6000000,9077700,137,['Cary Joji Fukunaga'],"['Abraham Attah', 'Idris Elba', 'Emmanuel Nii Adom Quaye', 'Opeyemi Fagbohungbe', 'Emmanuel Affadzi', 'Richard Pepple', 'Ama K. Abebrese', 'Kobina Amissah-Sam', 'John Arthur', 'Kurt Egyiawan', 'Jude Akuwudike', 'Ricky Adelayitor', 'Ernest Abbeyquaye', 'Nana Mensah', 'Andrew Adote', 'Francis Weddey', 'Fred Nii Amugi', 'Grace Nortey', 'Emmary Brown', 'Nataliah Andoh', 'David Dontoh', 'Cornelius Keagon']","['Participant', 'Focus Features', 'Red Crown Productions']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51.295,1,38,1.7272727272727273,0,0,38,7,7.0,7,7,7,8,2.6666666666666665,2,0,6
2020,Guardians of the Galaxy Vol. 2,200000000,863756051,137,['James Gunn'],"['Chris Pratt', 'Zoe Saldaña', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper', 'Kurt Russell', 'Michael Rooker', 'Karen Gillan', 'Pom Klementieff', 'Sylvester Stallone', 'Elizabeth Debicki', 'Chris Sullivan', 'Sean Gunn', 'Tommy Flanagan', 'Laura Haddock', 'Aaron Schwartz', 'Hannah Gottesman', 'Hilty Bowen', 'Ben Browder', 'Alexander Klein', 'Luke Cook', 'Evan Jones', 'Joe Fria', 'Terence Rosemore', 'Jimmy Urine', 'Stephen Blackehart', 'Steve Agee', 'Blondy Baruti', 'Richard Christy', 'Rob Zombie', 'Sierra Love', 'Kendra Carelli', 'Milynn Sarley', 'Seth Green', 'Molly C. Quinn', 'Michael Rosenbaum', 'Rhoda Griffis', 'David Hasselhoff', 'Mac Wells', 'Jim Gunn Sr.', 'Leota Gunn', 'Elizabeth Faith Ludlow', 'Wyatt Oleff', 'Gregg Henry', 'Damita Jane Howard', 'Ving Rhames', 'Michelle Yeoh', 'Mike Escamilla', 'Miley Cyrus', 'Jeff Goldblum', 'Donny Carrington', 'Brian Clackley', 'Nea Dune', 'Fred Galle', ""Alphonso A'Qen-Aten Jackson"", 'Kelly Richardson', 'Guillermo Rodriguez', 'Josh Tipis', 'Jason Williams', 'Cheyanna Lavon Zubas']",['Marvel Studios'],2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,331.87802550000004,0,540,9.0,0,0,80,17,17.0,17,17,17,81,81.0,81,81,81
2021,Doctor Strange,165000000,677796076,115,['Scott Derrickson'],"['Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams', 'Benedict Wong', 'Mads Mikkelsen', 'Tilda Swinton', 'Michael Stuhlbarg', 'Benjamin Bratt', 'Scott Adkins', 'Zara Phythian', 'Alaa Safi', 'Katrina Durden', 'Topo Wresniwiro', 'Umit Ulgen', 'Linda Louise Duan', 'Mark Anthony Brighton', 'Meera Syal', 'Amy Landecker', 'Adam Pelta-Pauls', 'Sarah Malin', 'Eben Young', 'Kobna Holdbrook-Smith', 'Elizabeth Healey', 'Guillaume Faure', 'Daniel Dow', 'Ezra Khan', 'Kimberly Van Luin', 'Pat Kiernan', 'Raj Awasti', 'Jill Buchanan', 'Daniel Eghan', 'Juani Feliz', 'Mo Idriss', 'Tamika Katon-Donegal', 'Pezhmaan Alinia', 'Kei Miura', 'Cameron Moon', 'Emeson Nwolie', 'Clem So', 'Chris Hemsworth', 'Samantha Russell', 'Tina Simmons']",['Marvel Studios'],1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,310.7855006060606,2,274,6.523809523809524,0,0,82,13,13.0,13,13,13,81,81.0,81,81,81
2022,Thor: Ragnarok,180000000,853977126,131,['Taika Waititi'],"['Chris Hemsworth', 'Tom Hiddleston', 'Cate Blanchett', 'Tessa Thompson', 'Jeff Goldblum', 'Idris Elba', 'Karl Urban', 'Mark Ruffalo', 'Anthony Hopkins', 'Benedict Cumberbatch', 'Rachel House', 'Clancy Brown', 'Tadanobu Asano', 'Ray Stevenson', 'Zachary Levi', 'Georgia Blizzard', 'Amali Golden', 'Luke Hemsworth', 'Sam Neill', 'Matt Damon', 'Charlotte Nicdao', 'Ashley Ricardo', 'Shalom Brune-Franklin', 'Taylor Hemsworth', 'Cohen Holloway', ""Alia Seror-O'Neill"", 'Sophia Laryea', 'Hamish Parkinson', 'Jasper Bagg', 'Sky Castanho', 'Shari Sebbens', 'Richard Green', 'Sol Castanho', 'Jet Tranter', 'Samantha Hopper', 'Eloise Winestock', 'Rob Mayes', 'Tahlia Jade', 'Winnie Mzembe', 'Sean Edward Frazer', 'Connor Zegenhagen', 'Tracie Filmer', 'Tracey Lee Maxwell', 'Beatrice Ward', 'Donnie Baxter', 'Greta Carew-Johns', 'Mollie McGregor', 'Sophia McGregor', 'Scarlett Johansson', 'Katie Anderson', 'Ash Ricardo', 'Sam Hargrave', 'Garreth Hadfield']",['Marvel Studios'],3,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,374.43173666666667,2,570,10.754716981132075,0,0,100,16,16.0,16,16,16,81,81.0,81,81,81
2023,Black Panther,200000000,1347597973,135,['Ryan Coogler'],"['Chadwick Boseman', 'Michael B. Jordan', ""Lupita Nyong'o"", 'Danai Gurira', 'Martin Freeman', 'Daniel Kaluuya', 'Letitia Wright', 'Winston Duke', 'Sterling K. Brown', 'Florence Kasumba', 'John Kani', 'Angela Bassett', 'Forest Whitaker', 'Andy Serkis', 'David S. Lee', 'Nabiyah Be', 'Isaach De Bankolé', 'Connie Chiume', 'Dorothy Steel', 'Danny Sapani', 'Sydelle Noel', 'Marija Abney', 'Zola Williams', 'Janeshia Adams-Ginyard', 'Maria Hippolyte', 'Marie Mouroum', 'Jénel Stevens', 'Sope Aluko', 'Atandwa Kani', 'Ashton Tyler', 'Denzel Whitaker', 'Shaunette Renée Wilson', 'Christine Hollingsworth', 'Lucy Hockings', 'Bambadjan Bamba', 'Roland Kilumbu', 'Jermaine Holt', 'Dominique Smith', 'Vaughndio Forbes', 'Sasha Morfaw', 'Alexis Louder', 'Francesca Faridany', 'Mark Ashworth', 'Seth Carr', 'Jeremy Sample', 'Chad Crumley', 'Alexis Rhee', 'Danny Chung', 'Liz Elkins Newcomer', 'Tony Sears', 'Alex C. Riley Hughes', 'Clifford Gay', 'Shamel Heath', ""De'Jon Watts"", 'Alex Hibbert', 'Tristan Timmons', 'Tyler Timmons', 'Abraham Clinkscales', 'Thabo Moropane', 'Zani Mogodi', 'Zenzi Williams', 'Trevor Noah', 'T. Love', 'Sebastian Stan']",['Marvel Studios'],1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,573.7989865000001,3,352,5.5,0,0,52,14,14.0,14,14,14,81,81.0,81,81,81
2024,Cake,7000000,2360281,102,['Daniel Barnz'],"['Jennifer Aniston', 'Adriana Barraza', 'Anna Kendrick', 'Sam Worthington', 'Mamie Gummer', 'Felicity Huffman', 'William H. Macy', 'Chris Messina', 'Lucy Punch', 'Britt Robertson', 'Paula Cale', 'Ashley Crow', 'Manuel Garcia-Rulfo', 'Camille Guaty', 'Allen Maldonado', 'Camille Mana', 'Julio Oscar Mechoso', ""Evan O'Toole"", 'Lizzie Peet', 'Pepe Serna', 'Misty Upham', 'Rose Abdoo', 'Alma Martinez', 'Andrew Elvis Miller', 'Louie Novoa', 'Laura Putney', 'Robert Zimiga']","['Echo Films', ""We're Not Brothers Productions"", 'Cinelou Films']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66.2817,1,64,2.3703703703703702,0,0,28,0,0.0,0,0,0,0,0.0,0,0,0
2025,Still Alice,5000000,43884652,101,"['Richard Glatzer', 'Wash Westmoreland']","['Julianne Moore', 'Alec Baldwin', 'Kristen Stewart', 'Kate Bosworth', 'Shane McRae', 'Hunter Parrish', 'Seth Gilliam', 'Stephen Kunken', 'Erin Darke', 'Daniel Gerroll', 'Quincy Tyler Bernstine', 'Maxine Prescott', 'Orlagh Cassidy', 'Rosa Arredondo', 'Zillah Glory', 'Cat Lynch', 'Eha Urbsalu', 'Victoria Cartagena']","['Metro-Goldwyn-Mayer', 'Killer Films', 'Memento Films Production', 'Backup Media', 'Big Indie Pictures', 'BSM Studio', 'Shriver Films', 'Lutzus-Brown', 'Curzon Film World']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777.69304,2,55,3.055555555555556,0,0,27,3,1.5,1,0,3,28,3.111111111111111,0,0,28
2026,The Gambler,25000000,39171130,111,['Rupert Wyatt'],"['Mark Wahlberg', 'John Goodman', 'Brie Larson', 'Michael Kenneth Williams', 'George Kennedy', 'Jessica Lange', 'Richard Schiff', 'Andre Braugher', 'Emory Cohen', 'Domenick Lombardozzi', 'Anthony Kelley', 'Alvin Ing', ""Da'Vone McDonald"", 'Griffin Cleveland', 'Omar Leyva', 'Steve Park', 'Chil Kong', 'Amin Joseph', 'Cjon Saulsberry', 'Teebone Mitchell', 'Lauren Weedman', 'Leland Orser', 'Jasmond Carroll', 'Ria Wilkinson', 'Chanon Finley', 'Jacob Bertrand', 'Simon Rhee', 'Natalija Ugrina']","['Paramount', 'Leverage', 'Closest to the Hole Productions', 'Winkler Films']",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56.684520000000006,3,94,3.357142857142857,0,0,41,4,4.0,4,4,4,1,0.25,0,0,1
2027,31,1500000,850419,102,['Rob Zombie'],"['Sheri Moon Zombie', 'Richard Brake', 'Meg Foster', 'Malcolm McDowell', 'Daniel Roebuck', 'Lawrence Hilton-Jacobs', 'Jeff Daniel Phillips', 'Andrea Dora', 'Ginger Lynn Allen', 'Jane Carr', 'Judy Geeson', 'Kevin Jackson', 'Pancho Moler', 'David Ury', 'Lew Temple', 'Torsten Voges', 'Elizabeth Daily', 'Tracey Walter', ""Michael 'Red Bone' Alcott"", 'Esperanza America', 'Devin Sidell', 'Gabriel Pimentel', 'W.F. Bell', 'Butch Von Dreaux', 'Caleb West', 'Alyssa Perper', 'Megan Albertus', 'Kara Gibson', 'Sandra Rosko', 'Shawn Rougeron', 'Jermain Hollman']","['Spectacle Entertainment Group', 'Windy Hill Pictures', 'Protagonist Pictures', 'PalmStar Media', 'Bow + Arrow Entertainment']",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-43.3054,1,4,0.1290322580645161,0,0,4,1,1.0,1,1,1,1,0.2,0,0,1
2028,해적: 바다로 간 산적,13000000,64400000,130,['Lee Suk-hoon'],"['Son Ye-jin', 'Kim Nam-gil', 'Oh Dal-su', 'Park Chul-min', 'Yoo Hae-jin', 'Lee Kyung-young', 'Sulli', 'Kim Tae-woo', 'Lee Yi-kyung', 'Shin Jung-geun', 'Ahn Nae-sang', 'Kim Ian', 'Jo Hee-bong', 'Park Hae-soo', 'Jeon Bae-soo', 'Chung Sung-hwa', 'Kim Won-hae', 'Lee Dae-yeon', 'Lee Kyu-ho']","['Lotte Entertainment', 'Cinedigm', 'Harimao Pictures']",2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,395.3846153846154,1,0,0.0,0,0,0,0,0.0,0,0,0,34,11.333333333333334,0,0,34
2029,The Walk,35000000,61181942,123,['Robert Zemeckis'],"['Joseph Gordon-Levitt', 'Ben Kingsley', 'Charlotte Le Bon', 'James Badge Dale', 'Clément Sibony', 'César Domboy', 'Benedict Samuel', 'Ben Schwartz', 'Steve Valentine', 'Mark Camacho', 'Sergio Di Zio', 'Kwasi Songui', 'Melantha Blackthorne', 'Jason Blicker', 'Larry Day', 'Karl Graboshas', 'Daniel Harroch', 'Guillaume Baillargeon', 'Émilie Leclerc', 'Mark Trafford', 'Inka Malovic', 'Lucas Ramacière', 'Martin Lefebvre', 'Philippe Bertrand', 'Laurence Deschênes', 'Patricia Tulasne', 'Jean-Robert Bourdage', 'Sylvie Lemay', 'Sasha Dominique', 'Soleyman Pierini', 'Jade Kindar-Martin', 'Patrick Baby', 'Marie Turgeon', 'Cat Lemieux', 'Denis Michaud', 'Serge Boulianne', 'Maxime Paradis', 'Jean-Marie Montbarbut', 'Vlado Stokanic', 'Philippe Soucy', 'Philippe Hartmann', 'Guido Grasso Jr.', 'Joel Rinzler', 'Harvey Diamond', 'Sylvain Landry', ""Robert D'Alessio"", 'Rosaruby Kagan', 'Mizinga Mwinga', 'Harry Standjofski', 'Stuart Fink', 'Doug Price', 'Yanik Ethier', 'Vittorio Rossi', 'Jason Deline', 'Darrell Lee-Izeard', 'Kent McQuaid', 'Adam Bernett', 'Massimo Cannistraro', 'Karl Werleman', 'Chris Cavener', 'Leif Anderson', 'Rebecca Croll', 'Gara Nlandu', 'Stephen Walters']","['Sony Pictures', 'TriStar Pictures', 'ImageMovers']",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,74.80554857142857,2,42,0.65625,0,0,23,40,40.0,40,40,40,15,5.0,4,2,9
2030,Le dernier souffle,3800000,559298,104,['Richard Ciupka'],"['Luc Picard', 'Julien Poulin', 'Michel Goyette', 'Serge Houde', 'Lorne Brass', 'Linda Singer', 'Donovan Reiter', 'Chip Chuipka', 'Doris Milmore', 'Richard Robitaille', 'Steve Banner', 'Anatoly Zinoviev', 'Sean Devine', 'Ekaterina Cheina', 'Catherine Brunet', 'Paul Ahmarani', 'Tobie Pelletier', 'Paul Dion', 'Danny Gilmore']",['Lions Gate Films'],1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-85.28163157894737,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0
2031,Grindhouse,67000000,25422088,191,"['Robert Rodriguez', 'Quentin Tarantino']","['Nicola Cunningham', 'Kurt Russell', 'Mary Elizabeth Winstead', 'Rosario Dawson', 'Vanessa Ferlito', 'Zoë Bell', 'Rose McGowan', 'Sydney Tamiia Poitier', 'Tracie Thoms', 'Jordan Ladd', 'Eli Roth', 'Omar Doom', 'Michael Bacall', 'Michael Parks', 'Freddy Rodríguez', 'Josh Brolin', 'Jeff Fahey', 'Michael Biehn', 'Rebel Rodriguez', 'Bruce Willis', 'Naveen Andrews', 'Sheri Moon Zombie', 'Sybil Danning', 'Bill Moseley', 'Udo Kier', 'Tom Towles', 'Cheech Marin', 'Marley Shelton', 'Tom Savini', 'Danny Trejo', 'Emily Booth', 'MyAnna Buring', 'Nicolas Cage', 'Lorielle New', 'Simon Pegg', 'Helen Kim', 'Jason Isaacs', 'Will Arnett', 'Emmy Robbin', 'Derek Southers', 'Matthew Macfadyen', 'Lucy Punch', 'Rafe Spall', 'Nick Frost', 'Georgina Chapman', 'Katie Melua', 'Lee Ingleby', 'Stuart Wilson', 'Mark Gatiss', 'Peter Serafinowicz', 'Michael Smiley', 'Jay Hernandez', 'Oleg Prudius', 'Emmy Rossum', 'Lindsay Lohan', 'Tommy Nix']","['The Weinstein Company', 'Big Talk Productions', 'Yer Dead Productions', 'Dimension Films', 'Troublemaker Studios', 'Eyetronics', 'Rodriguez International Pictures']",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62.05658507462687,0,231,4.125,0,0,52,32,16.0,16,14,18,14,2.0,2,0,6
2032,แก้วนี้หัวใจสั่น (Coffee Please),800000,800000,105,['Genwaii Thongdenok'],"['Akkaphan Namart', 'Ravit Terdwong', 'Akamsiri Suwannasuk', 'Wasupon Kiangprapakit', 'Chonticha Nuamsukon', 'Somlek Sakdikul', 'Anake Inthajun', 'Kriankri Unhanandana', 'Thanuphong Sakthanawat', 'Anek Intachan', 'Somchai Sakdikul', 'Panyapon Detsong', 'Somyod Maturate']",['Five Star Production'],1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0
2033,Comic 8,416000,2822761,105,['Anggy Umbara'],"['Mongol Stres', 'Mudy Taylor', 'Ernest Prakasa', 'Arie Kriting', 'Kemal Palevi', 'Bintang Timur', 'Babe Cabiita', 'Fico Fachriza', 'Indro', 'Agus Kuncoro', 'Pandji Pragiwaksono', 'Nirina Zubir', 'Nikita Mirzani', 'Ge Pamungkas', 'Cak Lontong', 'Ence Bagus', 'Jeremy Teti', 'Henky Solaiman', 'Agung Hercules', 'Kiki Fatmala', 'Candil', 'Joe P Project', 'Boy William', 'Laila Sari', 'Teuku Rizky Muhammad', 'Iqbaal Dhiafakhri Ramadhan', 'Bastian Steel', 'Alvaro Maldini Siregar']","['NHK Enterprises', 'Falcon Pictures']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578.5483173076923,3,0,0.0,0,0,0,0,0.0,0,0,0,1,0.5,0,0,1
2034,Upendra,340000,17000000,138,['Upendra'],"['Upendra', 'Raveena Tandon', 'Prema', 'Damini']",[''],1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4900.0,3,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0
2035,The Martian,108000000,630161890,141,['Ridley Scott'],"['Matt Damon', 'Jessica Chastain', 'Jeff Daniels', 'Sean Bean', 'Chiwetel Ejiofor', 'Donald Glover', 'Kristen Wiig', 'Michael Peña', 'Kate Mara', 'Sebastian Stan', 'Benedict Wong', 'Mackenzie Davis', 'Naomi Scott', 'Aksel Hennie', 'Nick Mohammed', 'Chen Shu', 'Eddy Ko', 'Enzo Cilenti', 'Jonathan Aris', 'Gruffudd Glyn', 'Geoffrey Thomas', 'Yang Haiwen', 'Narantsogt Tsogtsaikhan', 'Brian Caspe', 'Szonja Oroszlán', ""Mark O'Neal"", 'Karen Gagnon', 'Lili Bordán', 'Nikolett Barabas', 'Dilyana Bouklieva', 'Björn Freiberg', 'James Fred Harkins Jr.', 'Sam Spruell', 'Matt Devere', 'Mike Kelly', 'Greg De Cuir', 'Peter Linka', 'Declan Hannigan', 'Peter Schueller', 'Waleska Latorre', 'Frederik Pleitgen', 'Charlie Gardner', 'Nóra Lili Hörich', 'Kamilla Fátyol', 'Yang Liu', 'Richard Rifkin', 'Nicholas Wittman', ""Ben O'Brien"", 'Scott Alexander Young', 'Jason Ryan', 'James Dougherty', 'Xue Xuxing', 'Balázs Medveczky']","['Scott Free Productions', 'Genre Films']",1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,483.4832314814815,2,235,4.433962264150943,0,0,49,41,41.0,41,41,41,0,0.0,0,0,0
2036,Treehouse,3250000,3250000,96,['Michael G. Bartlett'],"['J. Michael Trautmann', 'Dana Melanie', 'Daniel Fredrick', 'Clint James', 'Victoria Spencer Smith', 'Darren Kennedy', 'Shannon Knopke', 'Caleb Cox', 'Chance Nichols', 'Jake Gregory', 'Elaine Jenkins', 'Nathan L. Henderson', 'Debbie Forrester', 'Vincent Michael-Smith', 'Daniel Smith', 'Mallory Malibu Waugh', 'Meghan Socha']","['Tiberius Film', 'Aunt Max Entertainment']",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2,0,0.0,0,0,0,0,0.0,0,0,0,10,5.0,5,0,10
2037,5 Flights Up,6000000,1020921,92,['Richard Loncraine'],"['Morgan Freeman', 'Diane Keaton', 'Carrie Preston', 'Cynthia Nixon', 'Alysia Reiner', 'Josh Pais', 'Claire van der Boom', 'Korey Jackson', 'Sterling Jerins', 'Liza J. Bennett', 'Gary Wilmes', 'Joanna Adler', 'Jimmy Palumbo', 'Hani Furstenberg', 'Eric Sheffer Stevens', 'Hannah Dunne', 'Grace Rex', 'Maddie Corman', 'Miriam Shor', 'Jackie Hoffman', 'Jordan Baker', 'Violet Krumbein', 'Nadia Gan', 'Jack Dimich', 'Ilana Levine', 'Katrina E. Perkins', 'Anjili Pal', 'Marcia DeBonis', 'Henry Kelemen', 'Diane Ciesla', 'Jane Fergus', 'Ted Sod', 'Gregg Micheals']","['Revelations Entertainment', 'Lascaux Films', 'Latitude Productions']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.98465,1,44,1.3333333333333333,0,0,32,1,1.0,1,1,1,3,1.0,0,0,3
2038,Two Night Stand,1645000,868081,86,['Max Nichols'],"['Lio Tipton', 'Miles Teller', 'Jessica Szohr', 'Kid Cudi', 'Berto Colon', 'Josh Salatin', 'Kellyn Lindsay', 'Michael Showalter', 'Leven Rambin', 'Joey Lauren Adams', 'Brian Petsos', 'Jeremy Rishe', 'Victor Cruz', 'Michael Kincade', 'Samuel Ray Gates']","['Demarest Films', 'Flynn Picture Company']",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-47.22911854103343,2,14,0.9333333333333332,0,0,13,0,0.0,0,0,0,4,2.0,2,1,3
2039,Paper Towns,12000000,85512300,109,['Jake Schreier'],"['Nat Wolff', 'Cara Delevingne', 'Justice Smith', 'Austin Abrams', 'Halston Sage', 'Cara Buono', 'Caitlin Carver', 'Jaz Sinclair', 'Stevie Ray Dallimore', 'Meg Crosbie', 'Griffin Freeman', 'RJ Shearer', 'Susan Macke Miller', 'Tom Hillmann', 'Jim R. Coleman', 'Ansel Elgort', 'Drew Matthews', 'Lane Lovegrove', 'Hannah Riley', 'Josiah Cerio', 'Kendall McIntyre', ""Emma O'Loughlin"", 'Yossie Mulyadi']",['Fox 2000 Pictures'],1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,612.6025000000001,0,14,0.6086956521739131,0,0,7,0,0.0,0,0,0,12,12.0,12,12,12
2040,Max Steel,10000000,6272403,92,['Stewart Hendler'],"['Ben Winchell', 'Josh Brener', 'Ana Villafañe', 'Andy García', 'Maria Bello', 'Billy Slaughter', 'Mike Doyle', 'Brandon Larracuente']","['Ingenious Media', 'Mattel Playground Productions', 'Dolphin Entertainment']",1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-37.27597,2,18,2.25,0,0,12,0,0.0,0,0,0,41,13.666666666666666,9,0,32
2041,Margarita with a Straw,900000,1000000,100,['Shonali Bose'],"['Kalki Koechlin', 'Revathi', 'Sayani Gupta', 'William Moseley', 'Kuljeet Singh', 'Malhar Khushu', 'Tenzing Dalha', 'Shuchi Dwivedi', 'Doug Plaut', 'Jennifer Silverstein', 'Marco Torriani', 'Jacob Berger', 'Maninder Kaur Chauhan', 'Asia Kaleem', 'Reginald L. Wilson', 'Andrew Hsu', 'Prabhtoj Singh', 'Amir Hisham Ouazzani', 'Nicolette Dehi', 'Jose Rivera', 'Dorsea Palmer', 'Stefano Villabona', 'Blair Wing', 'Carlotta Summers', 'Gabrielle Fleck', 'Vin Scialla', 'Frisco Cosme', 'Tim Gauntt', 'Yeuris Taveras']",['Viacom18 Studios'],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111111111,0,7,0.2413793103448276,0,0,7,0,0.0,0,0,0,0,0.0,0,0,0
2042,聖闘士星矢 LEGEND of SANCTUARY,23000000,17150803,93,['Keiichi Sato'],"['Kensho Ono', 'Kenji Nojima', 'Nobuhiko Okamoto', 'Kenji Akabane']","['Toei Animation', 'Marza Animation Planet']",6,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-25.431291304347823,1,0,0.0,0,0,0,0,0.0,0,0,0,2,1.0,1,1,1
